ENSG00000152207	CYSLTR2	TCGA-UVM	7.9849309802672e-13	2477.6111111111	1.27942549096821e-08	1.27942549096821e-08
ENSG00000156052	GNAQ	TCGA-UVM	5.24768803834573e-12	2561.0684931507	8.40784577503753e-08	4.20418527192068e-08
ENSG00000115524	SF3B1	TCGA-UVM	1.94831158617237e-11	2665.3108108108	3.12138999220675e-07	1.04059321817466e-07
ENSG00000083857	FAT1	TCGA-UVM	2.47937188182428e-10	2741.8450704225	3.97195375468249e-06	9.9317439156176e-07
ENSG00000163930	BAP1	TCGA-UVM	7.60239133813659e-09	2906.5454545455	0.000121775104454272	2.03021860684938e-05
ENSG00000088256	GNA11	TCGA-UVM	4.58728686637573e-09	3021.3733333333	7.34837483124728e-05	1.47004194919877e-05
ENSG00000105568	PPP2R1A	TCGA-UVM	1.94244661793791e-07	3219.1884057971	0.00311102250328936	0.00038904777699024
ENSG00000168702	LRP1B	TCGA-UVM	6.58458441050655e-08	3231.7162162162	0.00105465288503083	0.000150721137156495
ENSG00000134982	APC	TCGA-UVM	4.37761377256403e-07	3308.9726027397	0.00701074845676129	0.000779361171975482
ENSG00000173674	EIF1AX	TCGA-UVM	5.77216509830943e-07	3341.0704225352	0.00924354518843271	0.000924874013702119
ENSG00000101333	PLCB4	TCGA-UVM	3.90774963913314e-06	3542.2957746479	0.0625747949714389	0.00569217022434821
ENSG00000146085	MUT	TCGA-UVM	2.59160703448915e-05	3880.921875	0.414968118362403	0.0346044329280164
ENSG00000180934	OR56A1	TCGA-UVM	0.000178609385576909	4238.8474576271	1	0.157346099069073
ENSG00000164096	C4orf3	TCGA-UVM	3.81995979814269e-05	4280.0833333333	0.611613763280627	0.0470824737274157
ENSG00000255823	MTRNR2L8	TCGA-UVM	0.000186580283487012	4351.8709677419	1	0.157346099069073
ENSG00000096088	PGC	TCGA-UVM	0.000145311427894778	4399.2063492063	1	0.155221667277201
ENSG00000111364	DDX55	TCGA-UVM	0.000236525390771416	4422.9836065574	1	0.180468873158591
ENSG00000186654	PRR5	TCGA-UVM	0.000168130772392862	4440.3484848485	1	0.157346099069073
ENSG00000136237	RAPGEF5	TCGA-UVM	0.000203575584697443	7321.85	1	0.163094579680356
ENSG00000144681	STAC	TCGA-UVM	0.000270720635049346	7393.0178571429	1	0.197170760699803
ENSG00000172410	INSL5	TCGA-UVM	0.000175933256959791	7498	1	0.157346099069073
ENSG00000177854	TMEM187	TCGA-UVM	5.01471516186694e-05	7640.2857142857	0.802855897414897	0.0573934150275671
